run_timestamp,iteration,namespace,deployment_time_s,deletion_time_s
2025-11-20T13:20:49,3,online-boutique,38.468201555,7.229442088
2025-11-20T13:21:39,4,online-boutique,39.195613369,7.180980101
2025-11-20T13:22:30,5,online-boutique,38.444574170,7.181925801
2025-11-20T13:23:20,6,online-boutique,39.401143589,7.128443475
2025-11-20T13:26:52,1,online-boutique,39.710508045,7.155818565
2025-11-20T13:27:43,2,online-boutique,38.702078136,7.126581646
