Pod Name, Delete Start Timestamp, Deleted Confirmed Timestamp, Delete Latency (milliseconds)
pause-pod-1-1, 1765366533871, 1765366535284, 1413
pause-pod-1-2, 1765366533874, 1765366535455, 1581
pause-pod-1-3, 1765366533879, 1765366535637, 1758
pause-pod-1-4, 1765366533884, 1765366535809, 1925
pause-pod-1-5, 1765366533887, 1765366535987, 2100
pause-pod-1-6, 1765366533890, 1765366536171, 2281
pause-pod-1-7, 1765366533893, 1765366536336, 2443
pause-pod-1-8, 1765366533895, 1765366536547, 2652
pause-pod-1-9, 1765366533897, 1765366536729, 2832
pause-pod-1-10, 1765366533900, 1765366536909, 3009
pause-pod-2-1, 1765366601299, 1765366602709, 1410
pause-pod-2-2, 1765366601303, 1765366602864, 1561
pause-pod-2-3, 1765366601308, 1765366603033, 1725
pause-pod-2-4, 1765366601312, 1765366603216, 1904
pause-pod-2-5, 1765366601318, 1765366603386, 2068
pause-pod-2-6, 1765366601322, 1765366603550, 2228
pause-pod-2-7, 1765366601326, 1765366603712, 2386
pause-pod-2-8, 1765366601328, 1765366603895, 2567
pause-pod-2-9, 1765366601331, 1765366604084, 2753
pause-pod-2-10, 1765366601336, 1765366604266, 2930
pause-pod-3-1, 1765366668935, 1765366670282, 1347
pause-pod-3-2, 1765366668941, 1765366670423, 1482
pause-pod-3-3, 1765366668948, 1765366670598, 1650
pause-pod-3-4, 1765366668952, 1765366670777, 1825
pause-pod-3-5, 1765366668957, 1765366670961, 2004
pause-pod-3-6, 1765366668960, 1765366671143, 2183
pause-pod-3-7, 1765366668964, 1765366671319, 2355
pause-pod-3-8, 1765366668968, 1765366671487, 2519
pause-pod-3-9, 1765366668971, 1765366671659, 2688
pause-pod-3-10, 1765366668975, 1765366671840, 2865
pause-pod-4-1, 1765366736454, 1765366737839, 1385
pause-pod-4-2, 1765366736461, 1765366737982, 1521
pause-pod-4-3, 1765366736467, 1765366738141, 1674
pause-pod-4-4, 1765366736473, 1765366738321, 1848
pause-pod-4-5, 1765366736477, 1765366738503, 2026
pause-pod-4-6, 1765366736481, 1765366738691, 2210
pause-pod-4-7, 1765366736484, 1765366738853, 2369
pause-pod-4-8, 1765366736487, 1765366739023, 2536
pause-pod-4-9, 1765366736490, 1765366739208, 2718
pause-pod-4-10, 1765366736493, 1765366739384, 2891
pause-pod-5-1, 1765366806647, 1765366807560, 913
pause-pod-5-2, 1765366806651, 1765366807712, 1061
pause-pod-5-3, 1765366806655, 1765366808311, 1656
pause-pod-5-4, 1765366806658, 1765366808457, 1799
pause-pod-5-5, 1765366806661, 1765366808614, 1953
pause-pod-5-6, 1765366806665, 1765366808795, 2130
pause-pod-5-7, 1765366806667, 1765366808984, 2317
pause-pod-5-8, 1765366806670, 1765366809169, 2499
pause-pod-5-9, 1765366806675, 1765366809369, 2694
pause-pod-5-10, 1765366806682, 1765366809521, 2839
pause-pod-6-1, 1765366874451, 1765366875831, 1380
pause-pod-6-2, 1765366874456, 1765366875977, 1521
pause-pod-6-3, 1765366874461, 1765366876141, 1680
pause-pod-6-4, 1765366874467, 1765366876315, 1848
pause-pod-6-5, 1765366874473, 1765366876488, 2015
pause-pod-6-6, 1765366874476, 1765366876649, 2173
pause-pod-6-7, 1765366874479, 1765366876829, 2350
pause-pod-6-8, 1765366874482, 1765366877015, 2533
pause-pod-6-9, 1765366874486, 1765366877198, 2712
pause-pod-6-10, 1765366874489, 1765366877372, 2883
