run_timestamp,iteration,namespace,deployment_time_s,deletion_time_s
2025-11-20T14:27:46,1,online-boutique,47.047762331,7.436728215
2025-11-20T14:28:46,2,online-boutique,37.517655360,7.432816132
2025-11-20T14:29:36,3,online-boutique,45.947688290,7.438280756
2025-11-20T14:30:35,4,online-boutique,37.104912367,7.473344890
2025-11-20T14:31:24,5,online-boutique,46.505274581,7.434813349
2025-11-20T14:37:50,6,online-boutique,46.533921242,7.443904604
