Pod Name, Delete Start Timestamp, Deleted Confirmed Timestamp, Delete Latency (milliseconds)
pause-pod-1-1, 1764632255586, 1764632256810, 1224
pause-pod-1-2, 1764632255588, 1764632256980, 1392
pause-pod-1-3, 1764632255589, 1764632257046, 1457
pause-pod-1-4, 1764632255591, 1764632257114, 1523
pause-pod-1-5, 1764632255593, 1764632257174, 1581
pause-pod-1-6, 1764632255595, 1764632257233, 1638
pause-pod-1-7, 1764632255597, 1764632257290, 1693
pause-pod-1-8, 1764632255599, 1764632257349, 1750
pause-pod-1-9, 1764632255601, 1764632257406, 1805
pause-pod-1-10, 1764632255604, 1764632257656, 2052
pause-pod-1-11, 1764632255606, 1764632257721, 2115
pause-pod-1-12, 1764632255608, 1764632257780, 2172
pause-pod-1-13, 1764632255617, 1764632257843, 2226
pause-pod-1-14, 1764632255619, 1764632257901, 2282
pause-pod-1-15, 1764632255623, 1764632257959, 2336
pause-pod-1-16, 1764632255636, 1764632258016, 2380
pause-pod-1-17, 1764632255641, 1764632258073, 2432
pause-pod-1-18, 1764632255646, 1764632258132, 2486
pause-pod-1-19, 1764632255655, 1764632258190, 2535
pause-pod-1-20, 1764632255663, 1764632258246, 2583
pause-pod-1-21, 1764632255687, 1764632258303, 2616
pause-pod-1-22, 1764632255699, 1764632258361, 2662
pause-pod-1-23, 1764632255710, 1764632258419, 2709
pause-pod-1-24, 1764632255726, 1764632258478, 2752
pause-pod-1-25, 1764632255739, 1764632258535, 2796
pause-pod-1-26, 1764632255743, 1764632258594, 2851
pause-pod-1-27, 1764632255750, 1764632258652, 2902
pause-pod-1-28, 1764632255758, 1764632258710, 2952
pause-pod-1-29, 1764632255785, 1764632258767, 2982
pause-pod-1-30, 1764632255790, 1764632258826, 3036
pause-pod-1-31, 1764632255804, 1764632258889, 3085
pause-pod-1-32, 1764632255807, 1764632258947, 3140
pause-pod-1-33, 1764632255810, 1764632259006, 3196
pause-pod-1-34, 1764632255821, 1764632259064, 3243
pause-pod-1-35, 1764632255838, 1764632259124, 3286
pause-pod-1-36, 1764632255844, 1764632259185, 3341
pause-pod-1-37, 1764632255856, 1764632259243, 3387
pause-pod-1-38, 1764632255863, 1764632259302, 3439
pause-pod-1-39, 1764632255869, 1764632259360, 3491
pause-pod-1-40, 1764632255880, 1764632259419, 3539
pause-pod-1-41, 1764632255889, 1764632259478, 3589
pause-pod-1-42, 1764632255900, 1764632259536, 3636
pause-pod-1-43, 1764632255919, 1764632259595, 3676
pause-pod-1-44, 1764632255927, 1764632259653, 3726
pause-pod-1-45, 1764632255965, 1764632259711, 3746
pause-pod-1-46, 1764632255982, 1764632259770, 3788
pause-pod-1-47, 1764632255994, 1764632259827, 3833
pause-pod-1-48, 1764632256007, 1764632259884, 3877
pause-pod-1-49, 1764632256019, 1764632259941, 3922
pause-pod-1-50, 1764632256024, 1764632259997, 3973
pause-pod-2-1, 1764632330689, 1764632331822, 1133
pause-pod-2-2, 1764632330691, 1764632331888, 1197
pause-pod-2-3, 1764632330693, 1764632332134, 1441
pause-pod-2-4, 1764632330695, 1764632332200, 1505
pause-pod-2-5, 1764632330698, 1764632332844, 2146
