run_timestamp,iteration,namespace,deployment_time_s,deletion_time_s
2025-11-13T15:08:08,1,online-boutique,40.755958589,7.438333763
2025-11-13T15:09:01,2,online-boutique,39.088219895,7.450677082
2025-11-13T15:09:53,3,online-boutique,40.219762511,7.347464394
2025-11-13T15:10:45,4,online-boutique,40.581669106,7.608573910
2025-11-13T15:11:38,5,online-boutique,39.108519398,7.350356126
