run_timestamp,iteration,namespace,deployment_time_s,deletion_time_s
2025-11-13T15:07:15,1,online-boutique,34.014371514,6.830988563
2025-11-13T15:08:00,2,online-boutique,34.330201377,6.840560271
2025-11-13T15:08:46,3,online-boutique,34.055484906,6.840955597
2025-11-13T15:09:31,4,online-boutique,34.379452775,6.837343605
2025-11-13T15:10:17,5,online-boutique,34.101910069,6.807594573
2025-11-13T15:11:03,6,online-boutique,34.236737005,6.847030071
