Pod Name, Delete Start Timestamp, Deleted Confirmed Timestamp, Delete Latency (milliseconds)
pause-pod-1-1, 1763674285234, 1763674287218, 1984
pause-pod-1-2, 1763674285236, 1763674287880, 2644
pause-pod-1-3, 1763674285238, 1763674292908, 7670
pause-pod-1-4, 1763674285240, 1763674296925, 11685
pause-pod-1-5, 1763674285242, 1763674296982, 11740
pause-pod-1-6, 1763674285244, 1763674297038, 11794
pause-pod-1-7, 1763674285247, 1763674297094, 11847
pause-pod-1-8, 1763674285250, 1763674297149, 11899
pause-pod-1-9, 1763674285252, 1763674297355, 12103
pause-pod-1-10, 1763674285255, 1763674299211, 13956
pause-pod-1-11, 1763674285257, 1763674299268, 14011
pause-pod-1-12, 1763674285260, 1763674299324, 14064
pause-pod-1-13, 1763674285263, 1763674299380, 14117
pause-pod-1-14, 1763674285268, 1763674299434, 14166
pause-pod-1-15, 1763674285273, 1763674299489, 14216
pause-pod-1-16, 1763674285277, 1763674299544, 14267
pause-pod-1-17, 1763674285283, 1763674299598, 14315
pause-pod-1-18, 1763674285291, 1763674299653, 14362
pause-pod-1-19, 1763674285294, 1763674299706, 14412
pause-pod-1-20, 1763674285298, 1763674299761, 14463
pause-pod-1-21, 1763674285306, 1763674299918, 14612
pause-pod-1-22, 1763674285330, 1763674299973, 14643
pause-pod-1-23, 1763674285334, 1763674300028, 14694
pause-pod-1-24, 1763674285347, 1763674300083, 14736
pause-pod-1-25, 1763674285353, 1763674300139, 14786
pause-pod-1-26, 1763674285368, 1763674300194, 14826
pause-pod-1-27, 1763674285387, 1763674300249, 14862
pause-pod-1-28, 1763674285396, 1763674300305, 14909
pause-pod-1-29, 1763674285401, 1763674300360, 14959
pause-pod-1-30, 1763674285407, 1763674300415, 15008
pause-pod-1-31, 1763674285411, 1763674300470, 15059
pause-pod-1-32, 1763674285414, 1763674300524, 15110
pause-pod-1-33, 1763674285431, 1763674300579, 15148
pause-pod-1-34, 1763674285441, 1763674300634, 15193
pause-pod-1-35, 1763674285453, 1763674300688, 15235
pause-pod-1-36, 1763674285457, 1763674300743, 15286
pause-pod-1-37, 1763674285460, 1763674300798, 15338
pause-pod-1-38, 1763674285467, 1763674300854, 15387
pause-pod-1-39, 1763674285472, 1763674300909, 15437
pause-pod-1-40, 1763674285476, 1763674300965, 15489
pause-pod-1-41, 1763674285494, 1763674301020, 15526
pause-pod-1-42, 1763674285498, 1763674301075, 15577
pause-pod-1-43, 1763674285507, 1763674301130, 15623
pause-pod-1-44, 1763674285513, 1763674301185, 15672
pause-pod-1-45, 1763674285517, 1763674301241, 15724
