Pod Name, Delete Start Timestamp, Deleted Confirmed Timestamp, Delete Latency (milliseconds)
pause-pod-1-1, 1764590828482, 1764590831583, 3101
pause-pod-1-2, 1764590828483, 1764590831720, 3237
pause-pod-1-3, 1764590828487, 1764590831839, 3352
pause-pod-1-4, 1764590828491, 1764590832005, 3514
pause-pod-1-5, 1764590828513, 1764590836395, 7882
pause-pod-1-6, 1764590828520, 1764590836460, 7940
pause-pod-1-7, 1764590828522, 1764590836553, 8031
pause-pod-1-8, 1764590828540, 1764590836640, 8100
pause-pod-1-9, 1764590828542, 1764590836745, 8203
pause-pod-1-10, 1764590828544, 1764590836856, 8312
pause-pod-1-11, 1764590828582, 1764590836972, 8390
pause-pod-1-12, 1764590828614, 1764590837115, 8501
pause-pod-1-13, 1764590828617, 1764590837191, 8574
pause-pod-1-14, 1764590828620, 1764590837259, 8639
pause-pod-1-15, 1764590828646, 1764590837338, 8692
pause-pod-1-16, 1764590828648, 1764590837409, 8761
pause-pod-1-17, 1764590828657, 1764590837486, 8829
pause-pod-1-18, 1764590828658, 1764590837680, 9022
pause-pod-1-19, 1764590828664, 1764590837830, 9166
pause-pod-1-20, 1764590828666, 1764590837923, 9257
pause-pod-1-21, 1764590828722, 1764590838007, 9285
pause-pod-1-22, 1764590828749, 1764590838103, 9354
pause-pod-1-23, 1764590828782, 1764590838194, 9412
pause-pod-1-24, 1764590828829, 1764590838326, 9497
pause-pod-1-25, 1764590828841, 1764590838503, 9662
pause-pod-1-26, 1764590828855, 1764590838566, 9711
pause-pod-1-27, 1764590828867, 1764590838646, 9779
pause-pod-1-28, 1764590828874, 1764590838870, 9996
pause-pod-1-29, 1764590828880, 1764590839099, 10219
pause-pod-1-30, 1764590828930, 1764590839168, 10238
pause-pod-1-31, 1764590828935, 1764590839243, 10308
pause-pod-1-32, 1764590828939, 1764590839354, 10415
pause-pod-1-33, 1764590828960, 1764590839440, 10480
pause-pod-1-34, 1764590828977, 1764590839525, 10548
pause-pod-1-35, 1764590828978, 1764590839595, 10617
pause-pod-1-36, 1764590828992, 1764590839687, 10695
pause-pod-1-37, 1764590828995, 1764590839800, 10805
pause-pod-1-38, 1764590828996, 1764590839901, 10905
pause-pod-1-39, 1764590828998, 1764590840052, 11054
pause-pod-1-40, 1764590829042, 1764590840128, 11086
pause-pod-1-41, 1764590829101, 1764590840217, 11116
