Pod Name, Delete Start Timestamp, Deleted Confirmed Timestamp, Delete Latency (milliseconds)
pause-pod-1-1, 1763674297386, 1763674304618, 7232
pause-pod-1-2, 1763674297388, 1763674304729, 7341
pause-pod-1-3, 1763674297391, 1763674304844, 7453
pause-pod-1-4, 1763674297397, 1763674304939, 7542
pause-pod-1-5, 1763674297417, 1763674305036, 7619
pause-pod-1-6, 1763674297428, 1763674305146, 7718
pause-pod-1-7, 1763674297443, 1763674305249, 7806
pause-pod-1-8, 1763674297445, 1763674307613, 10168
pause-pod-1-9, 1763674297448, 1763674307743, 10295
pause-pod-1-10, 1763674297454, 1763674308518, 11064
pause-pod-1-11, 1763674297462, 1763674308626, 11164
pause-pod-1-12, 1763674297510, 1763674308716, 11206
pause-pod-1-13, 1763674297569, 1763674308841, 11272
pause-pod-1-14, 1763674297609, 1763674308944, 11335
pause-pod-1-15, 1763674297618, 1763674309061, 11443
pause-pod-1-16, 1763674297655, 1763674309819, 12164
pause-pod-1-17, 1763674297670, 1763674309935, 12265
pause-pod-1-18, 1763674297687, 1763674310048, 12361
pause-pod-1-19, 1763674297730, 1763674310137, 12407
pause-pod-1-20, 1763674297809, 1763674310228, 12419
pause-pod-1-21, 1763674297838, 1763674311018, 13180
pause-pod-1-22, 1763674297861, 1763674311107, 13246
pause-pod-1-23, 1763674297948, 1763674311193, 13245
pause-pod-1-24, 1763674297984, 1763674324186, 26202
pause-pod-1-25, 1763674298076, 1763674324307, 26231
pause-pod-1-26, 1763674298120, 1763674324406, 26286
pause-pod-1-27, 1763674298135, 1763674324500, 26365
pause-pod-1-28, 1763674298190, 1763674324611, 26421
pause-pod-1-29, 1763674298207, 1763674324705, 26498
pause-pod-1-30, 1763674298295, 1763674324805, 26510
pause-pod-1-31, 1763674298336, 1763674324893, 26557
pause-pod-1-32, 1763674298378, 1763674324984, 26606
pause-pod-1-33, 1763674298415, 1763674325081, 26666
pause-pod-1-34, 1763674298476, 1763674325178, 26702
pause-pod-1-35, 1763674298505, 1763674325274, 26769
pause-pod-1-36, 1763674298570, 1763674325363, 26793
pause-pod-1-37, 1763674298607, 1763674325460, 26853
pause-pod-1-38, 1763674298618, 1763674325555, 26937
pause-pod-1-39, 1763674298656, 1763674325668, 27012
pause-pod-1-40, 1763674298736, 1763674325762, 27026
